非洲	アフリカ
Thap-kit-khiet-tshu̍k	タジク人
Wal-Mart Kûng-sṳ̂	ウォルマート
緋彈个婭里婭	緋弾のアリア
Yùn-tôn yun-son	クラウドコンピューティング
Ńg-sùn-chiet Yun-thung	ペンテコステ派
Liu̍k-theu	リョクトウ
Chêu-siên-chhu̍k	朝鮮民族
Khúa-ngì-khiet-tsṳ-tshu̍k	キルギス人
Burgo de Osma-Ciudad de Osma	エル・ブルゴ・デ・オスマ
Sông-hói Ha̍p-tsok Tsû-tsṳt	上海協力機構
Yì Kit-chùn	兪吉濬
Reus	レウス
Hien-thoi Santa Fe	ヒュンダイ・サンタフェ
Yî-ho̍k-yen	医学部
Het-mien Phî-lù	クロツラヘラサギ
Tshiòn-koet hon-sṳ kau-yuk thôi-tsin tsúng lièn-ha̍p-fi	全国漢字教育推進総連合会
Sṳ̀n-chheu-fi	アッセンブリーズ・オブ・ゴッド
Phok Chhùng-yòng	朴重陽
Fâ-tû-khî	花都区
Sâ-â-nàm	シャー・アラム
Kit-lùng-po Koet-chi Kî-chhòng	クアラルンプール国際空港
Ngiu̍k-Sân	玉山 (台湾)
Hōfu-sṳ	防府市
Thai-yí-sân	大嶼島
Starogard Gdański	スタロガルド・グダニスキ
Het-tsat-tshu̍k	ナナイ
Sîn-chhèu	新
Mauricie	モリシー地域
Hò-làn Tâi-thi Sat-khiet-sêm-ngî	オランダ低ザクセン語
Yîn-kô-khî	鶯歌区
Khiùn	郡
Vû-yìn	イエバエ科
Tha̍t-mâ-thai	ダルマチア
Pat-phu-khî	八歩区
Ôn-fa-yen	安化県
Hà (Sṳ̍p-liuk-koet)	夏 (五胡十六国)
Sîn-chîn-yen	新津県
Mùng-sân-yen	蒙山県
Thai-lî-khî	大里区
Fûng-ngièn-sṳ	豊原区 (台中市)
Thai-phìn-sṳ	太平区 (台中市)
Thai-kap-tsṳ́n	大甲区
Tshîn-súi-tsṳ́n	清水区 (台中市)
Sâ-lu̍k-tsṳ́n	沙鹿区
Ǹg-tshi-tsṳ́n	梧棲区
Thai-ôn-hiông (Thòi-chûng)	大安区 (台中市)
Thai-tú-hiông	大肚区
Thai-ngâ-hiông	大雅区
Fò-phìn-khî	和平区 (台中市)
Heu-lî-hiông	后里区
Liùng-tsiáng-hiông	龍井区
Sṳ̀n-kông-hiông	神岡区
Sa̍k-kóng-hiông	石岡区
Thâm-tsṳ́-hiông	潭子区
Ngoi-phû-hiông	外埔区
Vú-fûng-hiông	霧峰区
Vû-ngit-hiông	烏日区
Sîn-sa-hiông	新社区
Pat-lî-khî	八里区
Pán-khièu-khî	板橋区 (新北市)
Kung-liàu-khî	貢寮区
Kîm-sân-khî	金山区 (新北市)
Nà-khiéu-khî	林口区
Lù-chû-khî	蘆洲区
Phiâng-lìm-khî	坪林区
Phìn-hâi-khî	平渓区
Lui-fông-khî	瑞芳区
Sâm-chhùng-khî	三重区
Sâm-hia̍p-khî	三峽区
Sâm-chṳ-khî	三芝区
Chhṳ̂m-hâng-khî	深坑区
Sa̍k-tàng-khî	石碇区
Sa̍k-mùn-khî	石門区
Su-nà-khî	樹林区
Thai-sân-khî	泰山区 (新北市)
Thâm-súi	淡水区
Van-lî-khî	万里区
Ńg-kú-khî	五股区
Sip-chṳ-khî	汐止区
Yún-fò-khî	永和区
Fû-lùn-pi-ngì-sṳ	フルンボイル市
Ngo̍k-vûn-khiet-tshu̍k Tshṳ-tshṳ-khî	エヴェンキ族自治旗
Thòi-yit-sien	台1線
Ǹg-chiu-sṳ	梧州市
Fòng-sàng-kóng-sṳ	防城港市
Khîm-chiu-sṳ	欽州市
Kui-kóng-sṳ	貴港市
Ngiu̍k-lìm-sṳ	玉林市
Pak-set-sṳ	百色市
Fo-chiu-sṳ	賀州市
Hò-chhṳ̀-sṳ	河池市
Lòi-pîn-sṳ	来賓市
Fuk-thièn-khî	福田区
Chhùng-chó-sṳ	崇左市
Kôn-liâu	官僚
Lùng-fi-yen	隆回県
Thú-kâ-tshu̍k	トゥチャ族
Lai-vân-khî	茘湾区
Hîn-nèn-khî	興寧区
Siau-sân-khî	蕭山区
Fûng-khôi-yen	封開県
Sîn-kie	新界
Khôi-phìn-sṳ	開平市
Tsit-sa̍k-sân Pó-ôn-tshu̍k Tûng-hiông-tshu̍k Sat-lâ-tshu̍k Tshṳ-tshṳ-yen	積石山バオアン族ドンシャン族サラール族自治県
Mo-yi	取引
Kô-mìn-khî	高明区
Saam-zi-gang	三字経
Thí-lîn-sṳ	醴陵市
Kóng-hon-sṳ	広漢市
Meu-yen	茂県
Ôn-hiông-yen	安郷県
Ôn-hâi-yen	安渓県
Duiven	ダイフェン
Yo̍k-ho̍k	薬学
Chhiâng-yòng-khî	青羊区
Fi-yòng-khî	恵陽区
Kóng-tó-yen	広島県
Thu̍k-liùng-tshu̍k	トーロン族
Tseu-tshu̍k	ツォウ族
IPhone (Thi-yit thoi)	IPhone (初代)
Ye̍t-nàm-ngî sṳ-mû	クオック・グー
Sîn Pâ-pí-lùn Vòng-koet	新バビロニア
Fuk-tín-sṳ	福鼎市
Fung-sân-sṳ	鳳山区
Khîm-nàm-khî	欽南区
Kien-yòng-sṳ	建陽市
Shūnan-sṳ	周南市
Kô-tá-ha̍p-lû-sṳ	コタバル
Sú-chiuk-khiéu-phiang	手足口病
Kông-phú	スペクトル
Chhṳ̂m-súi-phu-khî	深水ホ区
Yùn-siau-yen	雲霄県
客家	客家
Vù-kau-piáng	フラットブレッド
Téu-liuk-sṳ	斗六市
Wejherowo	ヴェイヘロヴォ
Pu-yî-chhu̍k	プイ族
Mí-yi-yen	米易県
Nâ-po-yen	那坡県
Ngì-làn-sṳ	宜蘭市
Ńg-fù Sṳ̍p-liuk-koet	五胡十六国時代
Néu-yok Tû-fi-khî	ニューヨーク都市圏
歷峯雧團	リシュモン
Ng̀-tshon-sṳ	呉川市
Lanaudière	ラノディエール地域
Thap-lùn-ti-nò-ngî	タラント語
Vòng Sîm-lìn	王心凌
Vòng Yún-khin	王永慶
Thùng-lò-hiông	銅鑼郷
Chhṳ̀n Kâ-fà	陳嘉樺
Lo̍k-chhîn-sṳ	楽清市
Eu-hói-khî	甌海区
Mâ-kûng-sṳ	馬公市
Sîn-yàng-sṳ	新営区
Tshu-theu-fú	臭豆腐
Thai-pó-sṳ	太保市
Sû-o-tsṳ́n	蘇澳鎮
Làn-yí	蘭嶼
Mèu-li̍t-sṳ	苗栗市
2009-ngièn sṳ-kie yun-thung-fi	ワールドゲームズ2009
Thòi-vân hàng-tsṳn khî-va̍k	台湾の行政区分
Nàm-o-hiông	南澳郷
Thai-ngâ-tshu̍k	タイヤル族
Thòi-chûng-yen	台中県
Thòi-ngi-sien	台2線
Liu̍k-tó-hiông	緑島郷
Lu̍k-kóng-tsṳ́n	鹿港鎮
Kîm-mùn Koet-kâ Kûng-yèn	金門国家公園
Pu-nùng-tshu̍k	ブヌン族
Nàm-kôn-hiông	南竿郷
Liùng-vân-khî	竜湾区
Lu̍k-sàng-khî	鹿城区
Phìn-yòng-yen	平陽県
Yún-kâ-yen	永嘉県
Thung-thèu-yen	洞頭県
Tûng-sân-hiông (Thòi-nàm)	東山区 (台南市)
Ǹg-yèn	つみれ
Chhṳ̀-hâi-sṳ	慈渓市
Lò-tûng-tsṳ́n	羅東鎮
Tûng-sân-hiông	冬山郷
Thèu-sàng-tsṳ́n	頭城鎮
Pet-mùn-hiông	北門区
Sîn-sṳ-hiông	新市区 (台南市)
Thai-hâi-tsṳ́n	大渓区
Tshit-mî-hiông	七美郷
Pî-nàm-tshu̍k	プユマ族
Kit-ôn-hiông	吉安郷
Yún-không-sṳ	永康区
Kông-sân-tsṳ́n	岡山区
Phú-chṳ́-sṳ	朴子市
Sâm-sên-hiông	三星郷
Tha̍t-ngu-tshu̍k	タオ族
Thòi-vân Ngiùn-hòng	台湾銀行
Kîm-sàng-tsṳ́n	金城鎮
Phû-lî-tsṳ́n	埔里鎮
Vû-hiu-hiông	烏キュウ郷
Thai-thùng-hiông	大同郷
Mâ-hâi	馬偕
Tsiông-kiûn-hiông	将軍区
Koet-li̍p Thòi-vân Pok-vu̍t-kón	国立台湾博物館
Thai-su-hiông	大樹区
Pô-chûng-hiông	褒忠郷
Tsiâu-hâi-hiông	礁渓郷
Mong-ôn-hiông	望安郷
Mà-theu-tsṳ́n	麻豆区
Mî-nùng-tsṳ́n	美濃区
Theui-waan Thin-get Lin-mang	台湾団結連盟
Pat-pat suí-châi	八八水害
Thai-lû-kok Koet-kâ Kûng-yèn	太魯閣国家公園
Â-lî-sân Koet-kâ Sêm-lìm Yù-lo̍k-khî	阿里山
Tûng-kóng-tsṳ́n	東港鎮
Tshòng-tshṳ-hiông	長治郷
Sṳ̂-é-hiông	獅子郷
Tsham-lìm-hiông	杉林区
Van-yùng-hiông	万栄郷
Tsuk-thièn-hiông	竹田郷
Mâ-kâ-hiông	瑪家郷
Mì-thò-hiông	弥陀区
Yèn-tshâu-hiông	燕巣区
Piông-liàu-hiông	枋寮郷
Tsṳ́-kôn-hiông	梓官区
Piông-sân-hiông	枋山郷
Méu-tân-hiông	牡丹郷
Yèn-sân-hiông	員山郷
Lu-tsuk-hiông	路竹区
Khén-tên Koet-kâ Kûng-yèn	墾丁国家公園
Su-fûng-hiông	寿豊郷
Fu-lî-hiông	富里郷
Siet-pa Koet-kâ Kûng-yèn	雪覇国家公園
Siu-lìm-hiông	秀林郷
Kông-fu̍k-hiông	光復郷
Nàm-chû-hiông	南州郷
Cho̍k-hâi-hiông	卓渓郷
Mân-chû-hiông	満州郷
Kham-táng-hiông	カン頂郷
Yâm-phû-hiông	塩埔郷
Pet-kôn-hiông	北竿郷
Lie̍t-yí-hiông	烈嶼郷
Ńg-kiet-hiông	五結郷
Van-lòng-hiông	万巒郷
Kô-su-hiông	高樹郷
Kâ-tûng-hiông	佳冬郷
Lòi-ngi-hiông	来義郷
Fûng-pîn-hiông	豊浜郷
Nâ-mâ-ha-hiông	ナマシャ区
Lìm-lo̍k-hiông	麟洛郷
Liùng-khì-hiông	龍崎区
Thai-vú-hiông (Phìn-tûng)	泰武郷
Vu-thòi-hiông	霧台郷
Meu-lìm-hiông	茂林区
Kiú-yì-hiông	九如郷
Ho̍k-kap-tsṳ́n	学甲区
Yún-ôn-hiông	永安区
Tiâu-tshiùng-hiông	鳥松区
Tsó-tsṳ́n-hiông	左鎮区
Thièn-liàu-hiông	田寮区
Khiâu-thèu-hiông	橋頭区
Thai-sa-hiông	大社区
Yàm-súi-tsṳ́n	塩水区
Liù-khiù-hiông	琉球郷
Lìm-yèn-hiông	林園区
Lìm-piên-hiông	林辺郷
Tshûn-ngit-hiông	春日郷
Lî-kóng-hiông	里港郷
Thò-ngièn-hiông	桃源区
Nui-mùn-hiông	内門区
Â-lièn-hiông	阿蓮区
Vòng Sṳ́m-tî	王審知
Nàm-fa-hiông	南化区
Si̍p-si̍p-tsṳ́n	集集鎮
Tsuk-sân-tsṳ́n	竹山鎮
Tshó-thùn-tsṳ́n	草屯鎮
Yìn-oi-hiông	仁愛郷
Yìn-tet-hiông	仁徳区
Ôn-thin-hiông	安定区 (台南市)
Sṳ̀n-kûng-tsṳ́n	成功鎮
Súi-lî-hiông	水里郷
Yìn-vú-hiông	仁武区
Koet-siang-hiông	国姓郷
San-fa-tsṳ́n	善化区
Tshit-kú-hiông	七股区
Ngiu̍k-tsiáng-hiông	玉井区
Ǹg-tshṳ̀-hiông	魚池郷
Sân-song-hiông	山上区
Ha-yàng-hiông	下営区
Nàm-sî-hiông	楠西区
Kûi-yìn-hiông	帰仁区
Liuk-kap-hiông	六甲区
Miàng-kiên-hiông	名間郷
Liú-yàng-hiông	柳営区
Tshèu-chû-tsṳ́n	潮州鎮
Fú-mî-tsṳ́n	虎尾鎮
Thú-khù-tsṳ́n	土庫鎮
Van-tân-hiông	万丹郷
Hâi-chû-hiông	渓州郷
Kûan-sân-tsṳ́n	関山鎮
Heu-piak-hiông	後壁区
Sî-kóng-hiông	西港区
Ngiu̍k-lî-tsṳ́n	玉里鎮
Thai-nui-hiông	大内区
Kôn-thièn-hiông	官田区
Ngô-mì-hiông	峨眉郷
Pha̍k-hò-tsṳ́n	白河区
Yòng-mìn-sân Koet-kâ Kûng-yèn	陽明山
Sî-yí-hiông	西嶼郷
Hak-kâ chhoi	客家料理
Làn-yí-hiông	蘭嶼郷
Â-lî-sân-hiông	阿里山郷
Fù-sî-hiông	湖西郷
Fù-nui-hiông	湖内区
Lìm-nui-hiông	林内郷
Téu-nàm-tsṳ́n	斗南鎮
Ma̍k-liàu-hiông	麦寮郷
Kâ-lî-tsṳ́n	佳里区
Ngièn-tshòng-hiông	元長郷
Sîn-phî-hiông	新ピ郷
Thòi-sî-hiông	台西郷
Lûn-poi-hiông	崙背郷
Tshṳ̀-thùng-hiông	シ桐郷
Thai-tshûn-hiông	大村郷
Hèn-tshûn-tsṳ́n	恒春鎮
Kú-hâng-hiông	古坑郷
Sî-lô-tsṳ́n	西螺鎮
Thai-phî-hiông	大ヒ郷
Tûng-ông Sân-ma̍k	中央山脈
Si-fù-hiông	四湖郷
Wong Gaa-khi	ウォン・カークイ
Phìn-fông Kûng-lî	平方キロメートル
Pha̍k-sâ-hiông	白沙郷
Tshòng-pîn-hiông	長浜郷
Tûng-hò-hiông	東河郷
Pî-nàm-hiông	卑南郷
Sîn-phû-tsṳ́n	新埔鎮
Kîm-nèn-hiông	金寧郷
Lu̍k-kuk-hiông	鹿谷郷
Lu̍k-yâ-hiông	鹿野郷
Liuk-kuî-hiông	六亀区
Ngi-lûn-hiông	二崙郷
Súi-lìm-hiông	水林郷
Kôn-yîm-hiông	観音区
Thòi-pet tû-fi khî	台北都市圏
Khì-sân-tsṳ́n	旗山区
Tsong-vì-hiông	壮囲郷
Lui-sui-hiông	瑞穂郷
Fò-mî-tsṳ́n	和美鎮
Yèn-phìn-hiông	延平郷
Sîn-sàng-hiông	新城郷
Thai-mà-lî-hiông	太麻里郷
Tshâ-sàng-hiông	車城郷
Kîm-fûng-hiông	金峰郷
Thai-vú-hiông	大武郷
Kîm-fù-tsṳ́n	金湖鎮
Thûng-sêu-tsṳ́n	通霄鎮
Sâm-thi-mùn-hiông	三地門郷
Hói-tôn-hiông	海端郷
Kîm-sâ-tsṳ́n	金沙鎮
Sîn-fûng-hiông	新豊郷
Tsiâm-sa̍k-hiông	尖石郷
Yen-lî-tsṳ́n	苑裡鎮
Fâ-lièn-sṳ	花蓮市
Kuî-sân-hiông	亀山区
Yèn-lìm-tsṳ́n	員林鎮
Phìn-tsṳ́n-sṳ	平鎮区
Liùng-thâm-hiông	龍潭区 (桃園市)
Shuì-ôn-sṳ	瑞安市
Lù-tsuk-hiông	蘆竹区
Fung-fa-sṳ	奉化市
Phìn-tûng-sṳ	屏東市
Thòi-tûng-sṳ	台東市
Thai-liàu-hiông	大寮区
F4	F4 (ユニット)
Chùng-chṳ́	ちまき
Pet-phû-hiông	北埔郷
Heu-liùng-tsṳ́n	後龍鎮
Vàng-sân-hiông	横山郷
Kûng-kón-hiông	公館郷
Nàm-chông-hiông	南庄郷
Ńg-fûng-hiông	五峰郷
Sîn-yèn-hiông	新園郷
Kûan-sî-tsṳ́n	関西鎮
Sî-fù-hiông	西湖郷
Tsuk-nàm-tsṳ́n	竹南鎮
Sṳ̂-thàn-hiông	獅潭郷
Khiûng-lìm-hiông	キュウ林郷
Chûng-liàu-hiông	中寮郷
Fung-lìm-tsṳ́n	鳳林鎮
Thèu-vuk-hiông	頭屋郷
Lui-phû-hiông	内埔郷
Thèu-fun-tsṳ́n	頭フン鎮
Thai-ôn-hiông	泰安郷
Pó-sân-hiông	宝山郷
Cho-khièu-hiông	造橋郷
Tha̍t-yìn-hiông	達仁郷
Cho̍k-làn-tsṳ́n	卓蘭鎮
Siet-sân Sân-ma̍k	雪山山脈
Tsuk-tûng-tsṳ́n	竹東鎮
Thai-fù-hiông	大湖郷
Hâi-khiéu-hiông	渓口郷
Sâm-vân-hiông	三湾郷
Liuk-kiok-hiông	六脚郷
Mìn-hiùng-hiông	民雄郷
Sâm-ngi-hiông	三義郷
Thai-phû-hiông	大埔郷
Phû-sîm-hiông	埔心郷
Yún-tshìn-hiông	永靖郷
Hak-kâ Yòng-theu-fú	イェン・ター・フォー
Then Yí-hièn	トウ雨賢
Thòi-fûng Mo̍k-Là-Khiet (2009-ngièn)	平成21年台風第8号
Tshûn-kóng-hiông	伸港郷
Thòi-pet Tshia̍p-yun	台北捷運
Kí-kóng-hiông	キョ光郷
Chhòn-yùng Hòng-khûng	エバー航空
Kôn-yîm	観音菩薩
Nàm-thèu-sṳ	南投市
Phài-vân-tshu̍k	パイワン族
Thòi-vân nàm-tó ngî-ngièn	台湾諸語
Fông-yen-hiông	芳苑郷
Thièn-mî-hiông	田尾郷
Thai-ngâ-ngî	タイヤル語
Sa-thèu-hiông	社頭郷
Hâi-fù-tsṳ́n	渓湖鎮
Pu-thoi-tsṳ́n	布袋鎮
Lu̍k-tshó-hiông	鹿草郷
Sîn-vuk-hiông	新屋区
Kap-siên-hiông	甲仙区
Thò-yèn-sṳ	桃園区
Lû-khái-tshu̍k	ルカイ族
Tseu-ngî	ツォウ語
Khiéu-fù-hiông	口湖郷
Thòi-vân Thú-thi Ngiùn-hòng	台湾土地銀行
Hak-kâ thú-lèu	福建土楼
Khòng-sàng-chhàm (Hiông-kóng)	康城駅
Sien-sî-hiông	線西郷
Sîn-kóng-hiông	新港郷
Chûng-phû-hiông	中埔郷
Fâ-thàn-hiông	花壇郷
Tsuk-thòng-hiông	竹塘郷
Chûng-fà Thai-ho̍k	中華大学
Phû-yàm-hiông	埔塩郷
Tsuk-khì-hiông	竹崎郷
Thai-sàng-hiông	大城郷
Ngi-súi-hiông	二水郷
Ngi-tsuk-hiông	義竹郷
Súi-song-hiông	水上郷
Fu̍k-hîn-hiông	復興区 (桃園市)
Thai-lìm-tsṳ́n	大林鎮
Thai-yèn-hiông	大園区
Phî-thèu-hiông	ヒ頭郷
Mòi-sân-hiông	梅山郷
Fuk-hîn-hiông (Chông-fa)	福興郷
Pet-téu-tsṳ́n	北斗鎮
Fân-lu-hiông	番路郷
Fûn-yèn-hiông	芬園郷
Ngi-lìm-tsṳ́n	二林鎮
Thièn-chûng-tsṳ́n	田中鎮
Siu-súi-hiông	秀水郷
100000	100000
Kô-sîn-shì	コク
Tûng-khî (Hiông-kóng)	東区 (香港)
Â-chû Thien-sṳ Yû-han Kûng-sṳ̂ (Hiông-kóng)	亜洲電視
Gaspésie–Îles-de-la-Madeleine	ガスペジー・マドレーヌ諸島地域
Pok-lò-yen	博羅県
Sa̍k-fûng-khî	石峰区
Tshiâ-tshu̍k	シェ族
Sîn-kâ-po Koet-li̍p Thai-ho̍k	シンガポール国立大学
Sên-sán	生産
Bronckhorst	ブロンクホルスト
Thi-kip-sṳ	地級市
Mine-sṳ	美祢市
Mì-fûn-ho̍k	関数の微分
Tûng-hiông-tshu̍k	ドンシャン族
Lâ-fú-tshu̍k	ラフ族
Chat-ho̍k Pok-sṳ	博士（学術）
Lì-tó-khî	離島区
Tshûng-shîn-yen	沖縄県
Tshòng-lo̍k-sṳ	長楽市
Yí-fù-khî	雨湖区
Sâm-súi-khî	三水区
Nàm-thin-sṳ	ナムディン
Montpellier Thai-ho̍k	モンペリエ大学
Fà-khièu	華僑
Kien-nèn-yen	建寧県
Lô-kông-khî	蘿崗区
Tshṳ-tshṳ-chû	自治州 (中国)
Pó-ôn-khî	宝安区
Pet-liù-sṳ	北流市
Nysa, Pô-làn	ニサ (ポーランド)
Pó-ôn-chhu̍k	バオアン族
Kôan-tan-sṳ	クアンタン
Thâu-thông-shì	堯
Hikari-sṳ	光市
Kûng-lî	キロメートル
Almarza	アルマルサ
Aldealices	アルデアリセス
Aldealafuente	アルデアラフエンテ
Alentisque	アレンティスケ
Adradas	アドラーダス
Abejar	アベハール
Aldealpozo	アルデアルポソ
Alcubilla de Avellaneda	アルクビージャ・デ・アベジャネーダ
Chhṳ̀-yùn-sân	慈雲山
Vòng-thai-siên Tshàm	黄大仙駅
Shâu-sân-sṳ	韶山市
Tshiên-vân Chhàm(TSW)	セン湾駅
Chhṳ̂m-súi-phu Tshàm	深水ホ駅
Yù-thòng Tshàm(YAT)	油塘駅
Mùn-pâ-tshu̍k	メンパ族
Kudamatsu-sṳ	下松市
Kiong-tshu̍k	チャン族
Afrikaner-ngìn	アフリカーナー
Yîn-koet-ngìn	イギリス人
Ngá-tshu̍k	ワ族
Kûng-yîn	ヘクトメートル
Fû-yûng-sṳ	スレンバン
Â-chhông-chhu̍k	アチャン族
Thú-tshu̍k	トゥ族
Kîn-mí	ギガメートル
Súi-tshu̍k	スイ族
Nyet-láu-tshu̍k	コーラオ族
Kín-phó-tshu̍k	チンプオ族
Lo̍k-pâ-tshu̍k	ローバ族
Li̍t-siuk-tshu̍k	リス族
Vì-kî Pak-khô Ngî-ngièn Lie̍t-péu	Wikipedia:全言語版の統計
Siên-pî-chhu̍k	鮮卑
Sanyo-Onoda-sṳ	山陽小野田市
Pin-kông-khî	浜江区
Fap-ho̍k	法学教育
Pet-khî (Hiông-kóng)	北区 (香港)
Mô-nàm-tshu̍k	マオナン族
Nu-tshu̍k	ヌー族
Mu̍k-láu-tshu̍k	ムーラオ族
Sî-sûng-pán-na̍p Thài-tshu̍k Tshṳ-tshṳ-chû	シーサンパンナ・タイ族自治州
Ngièn-lóng-khî	元朗区
Kôn-thòng-khî	観塘区
Khwûi-tshiâng-khî	葵青区
Phù-mí-tshu̍k	プミ族
Thai-pu-khî	大埔区
Tet-ngo-tshu̍k	トーアン族
Vòng-thai-siên-khî	黄大仙区
Tshiên-vân-khî	セン湾区
Pu-lóng-chhu̍k	プーラン族
Pok-pha̍k-yen	博白県
Chhîn-sîn-yen	清新県
Mìn-chú Chin-phu-tóng	民主進歩党
Tomaszów Lubelski	トマシュフ・ルベルスキ
Liú-kông-yen	柳江県
Thiên-hò-khî	天河区
Po-thèu-khî	坡頭区
Hàng-thung Chok-ngia̍p Ne-thúng	モバイルオペレーティングシステム
Liùng-mùn-yen	竜門県
Hói-tshong-khî	海滄区
Pet Québec Thi-khî	ノール・デュ・ケベック地域
Montérégie	モンテレジー地域
Nàm-hiùng-sṳ	南雄市
Hói-nàm-fa	海南語
Tshiùng-thâu Mèu-tshu̍k Tshṳ-tshṳ-yen	松桃ミャオ族自治県
Chhièn-Liòng	前涼
Liú-sàng-yen	柳城県
Sun-tet-khî	順徳区
Fân-nyî-khî	番禺区
Québec-ngìn Tóng	ケベック党
Grahamstown	グラハムズタウン
Cape Town Thai-ho̍k	ケープタウン大学
Phìn-lo̍k-yen	平楽県
Kui-phìn-sṳ	桂平市
Kûng-nèn-hîn Sú-kî	フィーチャー・フォン
Tûng-sân-yen	東山県
Hò-thòng-khî	荷塘区
Si̍p-mî-khî	集美区
Ǹg-fûng-khî	魚峰区
Daniele Suzuki	ダニエリ・スズキ
Hiông-kóng Piên-kin Kim-khî	香港辺境禁区
Thûn-mùn-khî	屯門区
Kiú-liùng-sàng-khî	九龍城区
Nàm-khî (Hiông-kóng)	南区 (香港)
Vân-chái-khî	湾仔区
Tân-vi	単位
Tûng-Thiet-Sien	東鉄線
Tseung Kwan O Line	将軍澳線
Stockton-on-Tees	ストックトン＝オン＝ティーズ
Kóng-nèn-yen	広寧県
Sî-Liòng	西涼
Kiú-liùng--thòng Tshàm	九龍塘駅
Fûng-hâi-khî	楓渓区
Kô-lò-sî	コロサイ
Lò-fù-khî	羅湖区
Yàm-thièn-khî	塩田区
Khiâm-nàm Pu-yî-tshu̍k Mèu-tshu̍k Tshṳ-tshṳ-chû	黔南プイ族ミャオ族自治州
Lìm-ha Fì-tshu̍k Tshṳ-tshṳ-chû	臨夏回族自治州
Liùng-kông-khî	竜崗区
Graaff-Reinet	グラーフ＝ライネ
Fu-yòng-sṳ	富陽市
Yì-yâu-sṳ	余姚市
Â-pa Chhong-chhu̍k Kiông-chhu̍k Chhṳ-chhṳ-chû	アバ・チベット族チャン族自治州
Vong-kok Tshàm(MOK)	旺角駅
Welkom	ウェルコム
Vú-mîn-yen	武鳴県
Lìm-ôn-sṳ	臨安市
Hói-tsû-khî	海珠区
Ye̍t-siù-khî	越秀区
Kwun-lò-sṳ	汨羅市
Vòng-pu-khî	黄埔区
Nàm-hói-khî	南海区
Sin-nî-sṳ	信宜市
Lùng-ôn-yen	隆安県
Tû-kông-yén-sṳ	都江堰市
Mâ-sân-yen	馬山県
Sîn-fi-khî	新会区
Tshiùng-fa-sṳ	従化区
Lièn-sân Chong-chhu̍k Yâu-chhu̍k Chhṳ-chhṳ-yen	連山チワン族ヤオ族自治県
Lo̍k-tshông-sṳ	楽昌市
Lièn-chiu-sṳ	連州市
Kô-yêu-sṳ	高要市
Fû-yûng-khî	芙蓉区
Hîn-nèn-sṳ	興寧市
Ho̍k-sân-sṳ	鶴山市
Yòng-chhûn-sṳ	陽春市
Mo̍k-li̍t Tha̍t-ngá Tha̍t-vat-ngì-tshu̍k Tshṳ-tshṳ-khì	モリンダワ・ダウール族自治旗
Thùng-ôn-khî	同安区
Liu̍k-fûng-sṳ	陸豊市
Thòi-kông-khî	台江区
Liùng-hói-sṳ	竜海市
Sa̍k-sṳ̂-sṳ	石獅市
Siông-ôn-khî	翔安区
Mên-hêu-yen	ビン侯県
Lìm-siong-sṳ	臨湘市
Liù-yòng-sṳ	瀏陽市
Lói-yòng-sṳ	耒陽市
Tsàu-vú-sṳ	邵武市
Hói-shù-khî	海曙区
Sa-fi Mìn-tsú Lièn-sien	社会民主連線
Kien-tet-sṳ	建徳市
Phî-yen	ヒ県
Sîn-tû-khî	新都区
Phìn-siông-sṳ	憑祥市
Nî-chiu-sṳ	宜州市
Tshîn-hói-khî	澄海区
Yîn-tet-sṳ	英徳市
Sṳ̍p-fong-sṳ	什ホウ市
Vi	胃
Tsìn-kông-sṳ	晋江
Tshông-sân-khî	倉山区
Chhông-ǹg-yen	蒼梧県
Pak-van-mí	メガメートル
Kî-nok-tshu̍k	ジーヌオ族
Chhém-hâi-sṳ	岑渓市
Ngo̍k-lùn-tshùn-tshu̍k	オロチョン族
Chhà-lîn-yen	茶陵県
Shèn-sàng-khî	禅城区
Chhòng-sâ-yen	長沙県
Tshòng-thai-yen	長泰県
Tshòng-tin-yen	長汀県
Chhòng-chû-khî	長洲区
Tshèu-ôn-yen	潮安区
Chaudière-Appalaches	ショーディエール・アパラッシュ地域
Liông (Nàm-chhèu)	梁 (南朝)
Sṳ̀n-Hòn	成漢
Sàng-phu Mèu-chhu̍k Chhṳ-chhṳ-yen	城歩ミャオ族自治県
Sàng-siong-khî	城廂区
Tshak-kham-khî	赤坎区
Sî-Hon	前漢
Chhùng-chû-sṳ	崇州市
Hói-nàm-tó	海南島
Sùn-ôn-yen	淳安県
Lí-sàng-khî	鯉城区
Pet-ngan Thi-khî (Québec)	コート・ノール地域
Mí-nàm-kâ-pó-ngìn	ミナンカバウ人
Tshṳ̀-song-hiông	池上郷
Néu-yok-kóng	ニューヨーク港
Sî-Chìn	西晋
Tha̍k-é	笛子
Tûng-Hon	後漢
Su-nèn-yen	寿寧県
Sâ-vân-khî	沙湾区
Thûng-chhôn-khî	通川区
Sṳ-chûng-khî (Lo̍k-Sân-sṳ)	市中区 (楽山市)
Mâ-piên Yì-chhu̍k Chhṳ-chhṳ-yen	馬辺イ族自治県
Thai-song-ló-kiûn	太上老君
Thai-phû-yen	大埔県
Thai-fa Yâu-chhu̍k Chhṳ-chhṳ-yen	大化ヤオ族自治県
Kú-thièn-yen	古田県
Tet-pó-yen	徳保県
Tet-fa-yen	徳化県
Sîn-fa-tsṳ́n	新化区
Kûan-meu-hiông	関廟区
