Africa	アフリカ
Categoria:Vita Triassica	Category:三畳紀の生物
Categoria:Vita Iurassica	Category:ジュラ紀の生物
Categoria:473 a.C.n.	Category:紀元前473年
Categoria:470 a.C.n.	Category:紀元前470年
Categoria:475 a.C.n.	Category:紀元前475年
Categoria:478 a.C.n.	Category:紀元前478年
Categoria:481 a.C.n.	Category:紀元前481年
Categoria:483 a.C.n.	Category:紀元前483年
Categoria:479 a.C.n.	Category:紀元前479年
Categoria:480 a.C.n.	Category:紀元前480年
Categoria:486 a.C.n.	Category:紀元前486年
Categoria:491 a.C.n.	Category:紀元前491年
Categoria:484 a.C.n.	Category:紀元前484年
Categoria:496 a.C.n.	Category:紀元前496年
Categoria:Archaeologi	Category:考古学者
Categoria:Ingeniarii	Category:工学者
Categoria:515 a.C.n.	Category:紀元前515年
Categoria:500 a.C.n.	Category:紀元前500年
Categoria:50 a.C.n.	Category:紀元前50年
Categoria:4 a.C.n.	Category:紀元前4年
Categoria:49 a.C.n.	Category:紀元前49年
Categoria:Magistri officinarum	Category:実業家
Categoria:516 a.C.n.	Category:紀元前516年
Categoria:51 a.C.n.	Category:紀元前51年
Categoria:Agricolae	Category:農家
Categoria:524 a.C.n.	Category:紀元前524年
Categoria:520 a.C.n.	Category:紀元前520年
Categoria:525 a.C.n.	Category:紀元前525年
Categoria:527 a.C.n.	Category:紀元前527年
Categoria:528 a.C.n.	Category:紀元前528年
Categoria:De crimine quaesiti	Category:犯罪者
Categoria:Aëronautae	Category:パイロット
Categoria:Theologi	Category:神学者
Categoria:539 a.C.n.	Category:紀元前539年
Categoria:535 a.C.n.	Category:紀元前535年
Categoria:Linguistae	Category:言語学者
Categoria:549 a.C.n.	Category:紀元前549年
Categoria:546 a.C.n.	Category:紀元前546年
Categoria:55 a.C.n.	Category:紀元前55年
Categoria:Coqui	Category:料理人
Categoria:59 a.C.n.	Category:紀元前59年
Categoria:58 a.C.n.	Category:紀元前58年
Categoria:620 a.C.n.	Category:紀元前620年
Categoria:63 a.C.n.	Category:紀元前63年
Categoria:Pedilusores Algerii	Category:アルジェリアのサッカー選手
Categoria:Pedilusores Civitatum Foederatarum Americae	Category:アメリカ合衆国のサッカー選手
Categoria:75 a.C.n.	Category:紀元前75年
Categoria:74 a.C.n.	Category:紀元前74年
Categoria:6 a.C.n.	Category:紀元前6年
Categoria:69 a.C.n.	Category:紀元前69年
Categoria:70 a.C.n.	Category:紀元前70年
Categoria:Comoedi	Category:コメディアン
Categoria:87 a.C.n.	Category:紀元前87年
Categoria:79 a.C.n.	Category:紀元前79年
Categoria:80 a.C.n.	Category:紀元前80年
Categoria:83 a.C.n.	Category:紀元前83年
Categoria:7 a.C.n.	Category:紀元前7年
Categoria:88 a.C.n.	Category:紀元前88年
Categoria:89 a.C.n.	Category:紀元前89年
Categoria:Pedilusores Argentinae	Category:アルゼンチンのサッカー選手
Categoria:90 a.C.n.	Category:紀元前90年
Categoria:91 a.C.n.	Category:紀元前91年
Categoria:Gubernatores Regni Britanniarum	Category:イギリスの首相
Categoria:Pedilusores Australiae	Category:オーストラリアのサッカー選手
Categoria:Pedilusores Austriae	Category:オーストリアのサッカー選手
Categoria:Pedilusores Brasiliae	Category:ブラジルのサッカー選手
Categoria:Pedilusores Angliae	Category:イングランドのサッカー選手
Categoria:Casmiria	Category:カシミール
Categoria:Professores Collegii Imperialis Londiniensis	Category:インペリアル・カレッジ・ロンドンの教員
Categoria:Iudices Franciae	Category:フランスの裁判官
Categoria:Philippinae	Category:フィリピン
Categoria:Loci archaeologici Aegypti	Category:エジプトの考古遺跡
Categoria:Patriarchae Alexandrini	Category:アレクサンドリア総主教
Categoria:Pyramides Aegypti antiquae	Category:エジプトのピラミッド
Categoria:Ovis	Category:羊
Categoria:Alumni Universitatis Hebraicae Hierosolymitanae	Category:ヘブライ大学出身の人物
Categoria:Cantores Sueciae	Category:スウェーデンの歌手
Categoria:Cantores Argentinae	Category:アルゼンチンの歌手
Categoria:Cantores Islandiae	Category:アイスランドの歌手
Categoria:Cantores Britanniae	Category:イギリスの歌手
Categoria:Cantores Austriae	Category:オーストリアの歌手
Categoria:Cantores Israelis	Category:イスラエルの歌手
Categoria:Cantores Chiliae	Category:チリの歌手
Categoria:Alumni Scholae Genevensis	Category:ジュネーヴ大学出身の人物
Categoria:Cantores Poloniae	Category:ポーランドの歌手
Categoria:Alumni Universitatis Dunelmensis	Category:ダラム大学出身の人物
Categoria:Cantores Franciae	Category:フランスの歌手
Categoria:Cantores Philippinarum	Category:フィリピンの歌手
Categoria:Alumni Universitatis Goettingensis	Category:ゲッティンゲン大学出身の人物
Categoria:Alumni Universitatis Cornellianae	Category:コーネル大学出身の人物
Categoria:Alumni Universitatis Lipsiensis	Category:ライプツィヒ大学出身の人物
Categoria:Architecti Hungariae	Category:ハンガリーの建築家
Categoria:Usores nl	Category:User nl
Categoria:Oeconomi Russiae	Category:ロシアの経済学者
Categoria:Usores nn-3	Category:User nn-3
Categoria:Alumni Universitatis Moscuensis	Category:モスクワ大学出身の人物
Categoria:Oeconomi Britanniae	Category:イギリスの経済学者
Categoria:Usores no-1	Category:User no-1
Categoria:Usores no-2	Category:User no-2
Categoria:Usores no	Category:User no
Categoria:Alumni Universitatis Michiganensis	Category:ミシガン大学出身の人物
Categoria:Oeconomi Italiae	Category:イタリアの経済学者
Categoria:Oeconomi Hungariae	Category:ハンガリーの経済学者
Categoria:Palaeontologi Britanniae	Category:イギリスの古生物学者
Categoria:Machinatores Russiae	Category:ロシアの工学者
Categoria:Machinatores Civitatum Foederatarum	Category:アメリカ合衆国の工学者
Categoria:Eruditi Norvegiae	Category:ノルウェーの学者
Categoria:Eruditi Germaniae	Category:ドイツの学者
Categoria:Eruditi Russiae	Category:ロシアの学者
Categoria:Eruditi Civitatum Foederatarum	Category:アメリカ合衆国の科学者
Al	アラビア語の冠詞
Categoria:Eruditi Austriae	Category:オーストリアの学者
Categoria:Eruditi Italiae	Category:イタリアの学者
Categoria:Eruditi Canadae	Category:カナダの学者
Categoria:Usores zh-1	Category:User zh-1
Categoria:Eruditi Franciae	Category:フランスの学者
Categoria:Usores zh-3	Category:User zh-3
Categoria:Usores zh-2	Category:User zh-2
Categoria:Milites Graeciae	Category:ギリシャの軍人
Categoria:Aedificia Indiae	Category:インドの建築物
Categoria:Milites Mexici	Category:メキシコの軍人
Categoria:Milites Birmaniae	Category:ミャンマーの軍人
Categoria:Milites Vietnamiae	Category:ベトナムの軍人
Categoria:Milites Coreae	Category:朝鮮の軍人
Categoria:Reges Navarrae	Category:ナバラの君主
Categoria:Reges Nederlandiae	Category:オランダ国王
Categoria:Reges Norvegiae	Category:ノルウェーの君主
Categoria:Reges Macedonum	Category:マケドニア王国の君主
Categoria:Reges Maroci	Category:モロッコ国王
Categoria:Reges Belgiae	Category:ベルギーの国王
Categoria:Eblana	Category:ダブリン
Categoria:Imperatores Brasiliae	Category:ブラジルの君主
Categoria:Reges Sueciae	Category:スウェーデンの君主
Categoria:Reges Hispaniae	Category:スペイン国王
Categoria:Dux Parmae et Placentiae	Category:パルマ公
Categoria:Ius internationale	Category:国際法
Categoria:Verba Theodisca mutuata	Category:ドイツ語由来の外来語
Categoria:Anura	Category:カエル
Categoria:Acida	Category:酸
Categoria:Verba Turcica mutuata	Category:トルコ語からの借用語
Categoria:Charta	Category:紙
Categoria:Flumina oceanica	Category:海流
Categoria:Graecia (Austria)	Category:グラーツ
Categoria:Reges Italiae	Category:近代イタリア王
Categoria:Reges Neapolis et Siciliae	Category:両シチリアの君主
Categoria:Reges Sardiniae	Category:サルデーニャ国王
Categoria:Mechanica caelestis	Category:天体力学
Categoria:Mechanica classica	Category:古典力学
Categoria:Ecclesiologia	Category:教会論
Categoria:Nox	Category:夜
Categoria:Gradus academici	Category:学位
Categoria:Gentes Asiae	Category:アジアの民族
Categoria:Gentes Europae	Category:ヨーロッパの民族
Categoria:Ulmaceae	Category:ニレ科
Categoria:Greges musici Franciae	Category:フランスのバンド
Categoria:Greges musici Finniae	Category:フィンランドのバンド
Categoria:Medici Romani antiqui	Category:古代ローマの医師
Categoria:Medici Nederlandiae	Category:オランダの医師
Categoria:Greges musici Italiae	Category:イタリアのバンド
Categoria:Greges musici Sueciae	Category:スウェーデンのバンド
Categoria:Greges musici Civitatum Foederatarum	Category:アメリカ合衆国のバンド
Categoria:Medici Germaniae	Category:ドイツの医師
Categoria:Medici Argentinae	Category:アルゼンチンの医師
Categoria:Armenia	Category:アルメニア
Categoria:Medici Iaponiae	Category:日本の医師
Categoria:Medici Hungariae	Category:ハンガリーの医師
Categoria:Baharina	Category:バーレーン
Categoria:Butania	Category:ブータン
Categoria:Quibus concessus est Clipeus Honoris	Category:名誉勲章受章者
Categoria:Carina (constellatio)	Category:りゅうこつ座
Categoria:Telescopium (constellatio)	Category:ぼうえんきょう座
Categoria:Microscopium (constellatio)	Category:けんびきょう座
Categoria:Lepus (constellatio)	Category:うさぎ座
Categoria:Reticulum (constellatio)	Category:レチクル座
Categoria:Crux (constellatio)	Category:みなみじゅうじ座
Categoria:Aquarius (constellatio)	Category:みずがめ座
Categoria:Crater (constellatio)	Category:コップ座
Categoria:Puppis (constellatio)	Category:とも座
Categoria:Libra (constellatio)	Category:てんびん座
Categoria:Hydra (constellatio)	Category:うみへび座
Categoria:Hydrus (constellatio)	Category:みずへび座
Categoria:Cepheus (constellatio)	Category:ケフェウス座
Categoria:Milites quibus concessus est Clipeus Honoris	Category:陸軍名誉勲章受章者
Categoria:Classiarii quibus concessus est Clipeus Honoris	Category:海兵隊名誉勲章受章者
Categoria:Phoenix (constellatio)	Category:ほうおう座
Categoria:Grus (constellatio)	Category:つる座
Categoria:Tucana (constellatio)	Category:きょしちょう座
Categoria:Columba (constellatio)	Category:はと座
Categoria:Pavo (constellatio)	Category:くじゃく座
Categoria:Apus (constellatio)	Category:ふうちょう座
Categoria:Corvus (constellatio)	Category:からす座
Categoria:Aquila (constellatio)	Category:わし座
Categoria:Mensa (constellatio)	Category:テーブルさん座
Categoria:Volans (constellatio)	Category:とびうお座
Categoria:Lyra (constellatio)	Category:こと座
Categoria:Corona Borealis (constellatio)	Category:かんむり座
Categoria:98 a.C.n.	Category:紀元前98年
Categoria:Circinus (constellatio)	Category:コンパス座
Categoria:Equuleus (constellatio)	Category:こうま座
Categoria:Sagitta (constellatio)	Category:や座
Categoria:Triangulum Australe (constellatio)	Category:みなみのさんかく座
Categoria:Triangulum (constellatio)	Category:さんかく座
Categoria:Leo Minor (constellatio)	Category:こじし座
Categoria:Caelum (constellatio)	Category:ちょうこくぐ座
Categoria:Auriga (constellatio)	Category:ぎょしゃ座
Categoria:Canis Maior (constellatio)	Category:おおいぬ座
Categoria:Canis Minor (constellatio)	Category:こいぬ座
Categoria:Octans (constellatio)	Category:はちぶんぎ座
Categoria:Pyxis (constellatio)	Category:らしんばん座
Categoria:Lupus (constellatio)	Category:おおかみ座
Categoria:Vulpecula (constellatio)	Category:こぎつね座
Categoria:Antlia (constellatio)	Category:ポンプ座
Categoria:Hercules (constellatio)	Category:ヘルクレス座
Categoria:Zoologi Civitatum Foederatarum	Category:アメリカ合衆国の動物学者
Categoria:Sextans (constellatio)	Category:ろくぶんぎ座
Categoria:Zoologi Italiae	Category:イタリアの動物学者
Categoria:Eridanus (constellatio)	Category:エリダヌス座
Categoria:Lynx (constellatio)	Category:やまねこ座
Categoria:Scutum (constellatio)	Category:たて座
Categoria:Capricornus (constellatio)	Category:やぎ座
Categoria:Musca (constellatio)	Category:はえ座
Categoria:Andromeda (constellatio)	Category:アンドロメダ座
Categoria:Ara (constellatio)	Category:さいだん座
Categoria:Delphinus (constellatio)	Category:いるか座
Categoria:Norma (constellatio)	Category:じょうぎ座
Categoria:Mangaka	Category:日本の漫画家
Categoria:Anthropologi Sinarum	Category:中国の人類学者
Categoria:Biologi Sinarum	Category:中国の生物学者
Categoria:Poetae Civitatum Foederatarum	Category:アメリカ合衆国の詩人
Categoria:97 a.C.n.	Category:紀元前97年
Categoria:Radioactivitas	Category:放射能
Categoria:Duces Normannorum	Category:ノルマンディー公
Categoria:Physici Novae Zelandiae	Category:ニュージーランドの物理学者
Categoria:Physici Germaniae	Category:ドイツの物理学者
Categoria:Physici Helvetiae	Category:スイスの物理学者
Categoria:Tromocratia	Category:テロリズム
Categoria:Physici Britanniae	Category:イギリスの物理学者
Categoria:Physici Austriae	Category:オーストリアの物理学者
Categoria:Physici Italiae	Category:イタリアの物理学者
Categoria:Physici Iaponiae	Category:日本の物理学者
Categoria:Physici Franciae	Category:フランスの物理学者
Categoria:Inventores Russiae	Category:ロシアの発明家
Categoria:Administratio datorum	Category:データ管理
Categoria:Mors voluntaria	Category:自殺
Categoria:Peregrinationes	Category:巡礼
Categoria:Mathematici Indiae	Category:インドの数学者
Categoria:Physici Indiae	Category:インドの物理学者
Categoria:96 a.C.n.	Category:紀元前96年
Categoria:Actores Graeciae	Category:ギリシャの俳優
Categoria:Actores Africae Australis	Category:南アフリカ共和国の俳優
Categoria:Actores Norvegiae	Category:ノルウェーの俳優
Categoria:Somnus	Category:睡眠
Categoria:Actores Daniae	Category:デンマークの俳優
Categoria:Actores Russiae	Category:ロシアの俳優
Categoria:Actores Mexici	Category:メキシコの俳優
Categoria:Eruditi Iraniae	Category:イランの学者
Categoria:Primum auxilium	Category:応急処置
Categoria:Actores Sueciae	Category:スウェーデンの俳優
Categoria:Actores Hispaniae	Category:スペインの俳優
Categoria:Actores Islandiae	Category:アイスランドの俳優
Categoria:Actores Britanniae	Category:イギリスの俳優
Categoria:Poena capitalis	Category:死刑
Categoria:Actores Israelis	Category:イスラエルの俳優
Categoria:Professores Universitatis Vratislaviensis	Category:ヴロツワフ大学の教員
Categoria:Actores Italiae	Category:イタリアの俳優
Categoria:Sagittatio	Category:アーチェリー
Categoria:Actores Sinarum	Category:中国の俳優
Categoria:Curatio temporis	Category:時計
Categoria:Universitas Varsoviensis	Category:ワルシャワ大学
Categoria:Actores Columbiae	Category:コロンビアの俳優
Categoria:Perceptio	Category:感覚
Categoria:Civitates forma constitutionis digestae	Category:政体別の国家
Categoria:Actores Philippinarum	Category:フィリピンの俳優
Categoria:95 a.C.n.	Category:紀元前95年
Categoria:Mathematici Israelis	Category:イスラエルの数学者
Categoria:Psychologi Israelis	Category:イスラエルの心理学者
Categoria:Antiquae civitates Africae	Category:過去のアフリカの国
Categoria:Phonologia	Category:音韻論
Categoria:Procreatio	Category:生殖
Categoria:Magistri	Category:教育者
Categoria:Exstinctio	Category:現存しない生物
Categoria:Ieiunium	Category:断食
Categoria:Conservatio	Category:自然保護
Categoria:Descriptio librorum	Category:装幀
Categoria:Inflammationes	Category:炎症
Categoria:Photographi Canadae	Category:カナダの写真家
Categoria:Scripturae	Category:筆記
Categoria:Omayadae	Category:ウマイヤ朝
Categoria:Dinosauria Americae Septentrionalis	Category:北アメリカの恐竜
Categoria:94 a.C.n.	Category:紀元前94年
Categoria:Dinosauria Europae	Category:ヨーロッパの恐竜
Categoria:Biologi Daniae	Category:デンマークの生物学者
Categoria:Dinosauria Africae	Category:アフリカの恐竜
Categoria:Biologi Russiae	Category:ロシアの生物学者
Categoria:Biologi Belgiae	Category:ベルギーの生物学者
Categoria:Dinosauria continente digesta	Category:大陸別の恐竜
Categoria:Biologi Sueciae	Category:スウェーデンの生物学者
Categoria:Biologi Hispaniae	Category:スペインの生物学者
Categoria:Biologi Australiae	Category:オーストラリアの生物学者
Categoria:Biologi Iaponiae	Category:日本の生物学者
Categoria:Biologi Franciae	Category:フランスの生物学者
Categoria:Formulae Poloniam spectantes	Category:ポーランド関連のテンプレート
Categoria:93 a.C.n.	Category:紀元前93年
Categoria:Constituta saeculo 20	Category:20世紀設立
Categoria:Constituta saeculo 19	Category:19世紀設立
Categoria:Constituta saeculo 21	Category:21世紀設立
Categoria:Mathematici Germaniae	Category:ドイツの数学者
Categoria:Mathematici Civitatum Foederatarum	Category:アメリカ合衆国の数学者
Categoria:Constituta 1863	Category:1863年設立
Categoria:Constituta 1904	Category:1904年設立
Categoria:Constituta 1902	Category:1902年設立
Categoria:Constituta 1900	Category:1900年設立
Categoria:Mathematici Helvetiae	Category:スイスの数学者
Categoria:Constituta 1910	Category:1910年設立
Categoria:Constituta 1909	Category:1909年設立
Categoria:Constituta 1908	Category:1908年設立
Categoria:Constituta 1913	Category:1913年設立
Categoria:Constituta 1905	Category:1905年設立
Categoria:Constituta 1906	Category:1906年設立
Categoria:Constituta 1911	Category:1911年設立
Categoria:Constituta 1912	Category:1912年設立
Categoria:Constituta 1914	Category:1914年設立
Categoria:Constituta 1919	Category:1919年設立
Categoria:Constituta 1917	Category:1917年設立
Categoria:Mathematici Hiberniae	Category:アイルランドの数学者
Categoria:Constituta 1934	Category:1934年設立
Categoria:Constituta 1940	Category:1940年設立
Categoria:Mathematici Ucrainae	Category:ウクライナの数学者
Categoria:Constituta 1941	Category:1941年設立
Categoria:Constituta 1943	Category:1943年設立
Categoria:Constituta 1946	Category:1946年設立
Categoria:Constituta 1951	Category:1951年設立
Categoria:Constituta 1953	Category:1953年設立
Categoria:Constituta 1954	Category:1954年設立
Categoria:Constituta 1949	Category:1949年設立
Categoria:Constituta 1952	Category:1952年設立
Categoria:Constituta 1948	Category:1948年設立
Categoria:Constituta 1945	Category:1945年設立
Categoria:Mathematici Poloniae	Category:ポーランドの数学者
Categoria:92 a.C.n.	Category:紀元前92年
Categoria:Constituta 1959	Category:1959年設立
Categoria:Constituta 1962	Category:1962年設立
Categoria:Constituta 1963	Category:1963年設立
Categoria:Constituta 1958	Category:1958年設立
Categoria:Constituta 1955	Category:1955年設立
Categoria:Constituta 1956	Category:1956年設立
Categoria:Constituta 1964	Category:1964年設立
Categoria:Constituta 1971	Category:1971年設立
Categoria:Constituta 1970	Category:1970年設立
Categoria:Constituta 1973	Category:1973年設立
Categoria:Televisio	Category:テレビ
Categoria:Primi ministri Bulgariae	Category:ブルガリアの首相
Categoria:Constituta 1975	Category:1975年設立
Categoria:Constituta 1982	Category:1982年設立
Categoria:Constituta 1984	Category:1984年設立
Categoria:Constituta 1979	Category:1979年設立
Categoria:Constituta 1980	Category:1980年設立
Categoria:Constituta 1990	Category:1990年設立
Categoria:Constituta 1985	Category:1985年設立
Categoria:Constituta 1992	Category:1992年設立
Categoria:Constituta 1988	Category:1988年設立
Categoria:Constituta 1989	Category:1989年設立
Categoria:Constituta 1993	Category:1993年設立
Categoria:Constituta 1994	Category:1994年設立
Categoria:Constituta 2003	Category:2003年設立
Categoria:Constituta 1995	Category:1995年設立
Categoria:Constituta 1997	Category:1997年設立
Categoria:Constituta 2004	Category:2004年設立
Categoria:Constituta 1999	Category:1999年設立
Categoria:Constituta 2001	Category:2001年設立
Categoria:Constituta 2000	Category:2000年設立
Categoria:Constituta 2002	Category:2002年設立
Categoria:Constituta 1996	Category:1996年設立
Categoria:Constituta 1998	Category:1998年設立
Categoria:Constituta 2005	Category:2005年設立
Categoria:Constituta 2008	Category:2008年設立
Categoria:Constituta 2010	Category:2010年設立
Categoria:Algorithmi	Category:アルゴリズム
Categoria:Reges Aegypti	Category:ファラオ
Categoria:Rhenania-Palatinatus	Category:ラインラント＝プファルツ
Categoria:Poetae Hibernici	Category:アイルランドの詩人
Categoria:Syria	Category:シリア
Categoria:Poetae Austriae	Category:オーストリアの詩人
Categoria:Mortui 1945	Category:1945年没
Categoria:Crustacea edulia	Category:食用甲殻類
Categoria:Botanistae Nederlandiae	Category:オランダの植物学者
Categoria:Botanistae Russiae	Category:ロシアの植物学者
Categoria:Mortui 44 a.C.n.	Category:紀元前44年没
Categoria:Ecclesia Anglica	Category:イングランド国教会
Categoria:Botanistae Sueciae	Category:スウェーデンの植物学者
Categoria:Botanistae Britanniae	Category:イギリスの植物学者
Categoria:Botanistae Italiae	Category:イタリアの植物学者
Categoria:Theologi Nederlandiae	Category:オランダの神学者
Categoria:Mollusca esculenta	Category:食用貝
Categoria:Mortui 1963	Category:1963年没
Categoria:Theologi Germaniae	Category:ドイツの神学者
Categoria:Reflexus corporis	Category:反射 (生物)
Categoria:1833	Category:1833年
Categoria:Incolae Belgiae	Category:ベルギーの人物
Categoria:Theologi Italiae	Category:イタリアの神学者
Categoria:1832	Category:1832年
Categoria:Theologi Franciae	Category:フランスの神学者
Categoria:Psychologi Germaniae	Category:ドイツの心理学者
Categoria:Mortui 1930	Category:1930年没
Categoria:Psychologi Austriae	Category:オーストリアの心理学者
Categoria:1822	Category:1822年
Categoria:Sculptores	Category:彫刻家
Categoria:Diagrammata	Category:ダイアグラム
Categoria:Politici Russiae	Category:ロシアの政治家
Categoria:Sollemnia natalicia Iesu Christi	Category:クリスマス
Categoria:Saeculum 1	Category:1世紀
Categoria:Saeculum 14	Category:14世紀
Categoria:Saecula	Category:世紀
Categoria:Saeculum 13	Category:13世紀
Categoria:Saeculum 16	Category:16世紀
Categoria:Saeculum 12	Category:12世紀
Categoria:Saeculum 2	Category:2世紀
Categoria:Saeculum 4	Category:4世紀
Categoria:Saeculum 5	Category:5世紀
Categoria:Saeculum 18	Category:18世紀
Categoria:Mortui 40 a.C.n.	Category:紀元前40年没
Categoria:Saeculum 6	Category:6世紀
Categoria:Saeculum 8	Category:8世紀
Categoria:Mortui 41 a.C.n.	Category:紀元前41年没
Categoria:Diurnarii Russiae	Category:ロシアのジャーナリスト
Categoria:Mortui 42 a.C.n.	Category:紀元前42年没
Categoria:Diurnarii Sueciae	Category:スウェーデンのジャーナリスト
Categoria:Diurnarii Australiae	Category:オーストラリアのジャーナリスト
Categoria:Phyletismus	Category:人種差別
Categoria:Mortui 43 a.C.n.	Category:紀元前43年没
Categoria:Fossae	Category:運河
Categoria:Diurnarii Italiae	Category:イタリアのジャーナリスト
Categoria:Diurnarii Canadae	Category:カナダのジャーナリスト
Categoria:Saeculum 4 a.C.n.	Category:紀元前4世紀
Categoria:Mortui 46 a.C.n.	Category:紀元前46年没
Categoria:Pressio	Category:圧力
Categoria:Mortui 47 a.C.n.	Category:紀元前47年没
Categoria:Philologi Russiae	Category:ロシアの言語学者
Categoria:Mors	Category:死
Categoria:Mortui 48 a.C.n.	Category:紀元前48年没
Categoria:Paupertas	Category:貧困
Categoria:Invaliditas	Category:障害者
Categoria:Violentia	Category:暴力
Categoria:Clavilistae	Category:ピアニスト
Categoria:Historici Graeci antiqui	Category:古代ギリシアの歴史家
Categoria:Odium	Category:憎悪
Categoria:Realitas virtualis	Category:仮想世界
Categoria:Praemium Nobelianum Medicinae	Category:ノーベル生理学・医学賞受賞者
Categoria:Historici Nederlandiae	Category:オランダの歴史学者
Categoria:Historici Daniae	Category:デンマークの歴史学者
Categoria:Historici Germaniae	Category:ドイツの歴史学者
Categoria:Historici Civitatum Foederatarum	Category:アメリカ合衆国の歴史学者
Categoria:Historici Hispaniae	Category:スペインの歴史学者
Categoria:Scriptores Turciae	Category:トルコの著作家
Categoria:Historici Britanniae	Category:イギリスの歴史学者
Categoria:Historici Sinarum	Category:中国の歴史学者
Categoria:Historici Franciae	Category:フランスの歴史学者
Categoria:Historici Hungariae	Category:ハンガリーの歴史学者
Categoria:Arabia	Category:アラビア半島
Categoria:Barcino	Category:バルセロナ
Categoria:Verba Sanscritica	Category:サンスクリット語の語句
Categoria:Politici Hispaniae	Category:スペインの政治家
Categoria:Compositores Russiae	Category:ロシアの作曲家
Categoria:Compositores Franciae	Category:フランスの作曲家
Categoria:Compositores Poloniae	Category:ポーランドの作曲家
Categoria:Compositores Britanniae	Category:イギリスの作曲家
Categoria:Compositores Austriae	Category:オーストリアの作曲家
Categoria:Incolae Vietnamiae	Category:ベトナムの人物
Categoria:Mortui 49 a.C.n.	Category:紀元前49年没
Categoria:Ludi Olympici	Category:オリンピック競技
Categoria:Mortui 2 a.C.n.	Category:紀元前2年没
Categoria:Physici Daniae	Category:デンマークの物理学者
Categoria:Mortui 4 a.C.n.	Category:紀元前4年没
Categoria:Musici Poloniae	Category:ポーランドのミュージシャン
Categoria:Compositiones chorales	Category:合唱曲
Categoria:Mortui 8 a.C.n.	Category:紀元前8年没
Categoria:Mortui 11 a.C.n.	Category:紀元前11年没
Categoria:Cantores Hispaniae	Category:スペインの歌手
Categoria:Mortui 12 a.C.n.	Category:紀元前12年没
Categoria:Mortui 13 a.C.n.	Category:紀元前13年没
Categoria:Sculptores Italiae	Category:イタリアの彫刻家
Categoria:Professores Universitatis Moscuensis	Category:モスクワ大学の教員
Categoria:Historici Russiae	Category:ロシアの歴史学者
Categoria:Anthropologi Russiae	Category:ロシアの人類学者
Categoria:Archaeologi Russiae	Category:ロシアの考古学者
Categoria:Actores Indiae	Category:インドの俳優
Categoria:Zoologi Russiae	Category:ロシアの動物学者
Categoria:Geologi Russiae	Category:ロシアの地質学者
Categoria:Missionarii	Category:宣教師
Categoria:Pelliculae musicae	Category:ミュージカル映画
Categoria:Physici Russiae	Category:ロシアの物理学者
Categoria:Psychiatri Russiae	Category:ロシアの精神科医
Categoria:Crocodilia	Category:ワニ目
Categoria:Athletae Daniae	Category:デンマークの陸上競技選手
Categoria:Scriptores Iraniae	Category:イランの著作家
Categoria:Arsacidae	Category:アルサケス朝の君主
Categoria:Imperatores Romani Sacri	Category:神聖ローマ皇帝
Categoria:Birotae	Category:自転車
Categoria:Birota automataria	Category:オートバイ
Categoria:Imperium Britannicum	Category:イギリス帝国
Categoria:Imperium Portugallense	Category:ポルトガル帝国
Categoria:Imperium Austro-Hungaricum	Category:オーストリア＝ハンガリー帝国
Categoria:Calva Dorsa	Category:カルヴァドス県
Categoria:Argentarii Germaniae	Category:ドイツの銀行家
Categoria:Argentarii Civitatum Foederatarum	Category:アメリカ合衆国の銀行家
Categoria:Provincia Cagayan	Category:カガヤン州
Categoria:Argentarii Britanniae	Category:イギリスの銀行家
Categoria:Argentarii Franciae	Category:フランスの銀行家
Categoria:Musici Graeciae	Category:ギリシャのミュージシャン
Categoria:Musici Daniae	Category:デンマークのミュージシャン
Categoria:Musici Russiae	Category:ロシアのミュージシャン
Categoria:Musici Mexici	Category:メキシコのミュージシャン
Categoria:Musici Brasiliae	Category:ブラジルのミュージシャン
Categoria:Musici Sueciae	Category:スウェーデンのミュージシャン
Categoria:Musici Scotiae	Category:スコットランドのミュージシャン
Categoria:Musici Argentinae	Category:アルゼンチンのミュージシャン
Categoria:Pampanga	Category:パンパンガ州
Categoria:Musici Hiberniae	Category:アイルランドのミュージシャン
Categoria:Musici Britanniae	Category:イギリスのミュージシャン
Categoria:86 a.C.n.	Category:紀元前86年
Categoria:Musici Ucrainae	Category:ウクライナのミュージシャン
Categoria:Eruditi Vietnamiae	Category:ベトナムの学者
Categoria:Mathematici Vietnamiae	Category:ベトナムの数学者
Categoria:Musici Italiae	Category:イタリアのミュージシャン
Categoria:Musici Canadae	Category:カナダのミュージシャン
Categoria:Musici Croatiae	Category:クロアチアのミュージシャン
Categoria:Musici Portugalliae	Category:ポルトガルのミュージシャン
Categoria:Musici Franciae	Category:フランスのミュージシャン
Categoria:Musici Philippinarum	Category:フィリピンのミュージシャン
Categoria:Musici Hungariae	Category:ハンガリーのミュージシャン
Categoria:Anthropologi Civitatum Foederatarum	Category:アメリカ合衆国の人類学者
Categoria:Anthropologi Poloniae	Category:ポーランドの人類学者
Categoria:Provincia Albay	Category:アルバイ州
Categoria:Birotarii Germani	Category:ドイツの自転車選手
Categoria:Alpes Maritimae	Category:アルプ＝マリティーム県
Categoria:Birotarii Australiani	Category:オーストラリアの自転車選手
Categoria:Athletae Hispaniae	Category:スペインのスポーツ選手
Categoria:1829	Category:1829年
Categoria:Scriptores Nigeriae	Category:ナイジェリアの著作家
Categoria:Scriptores Novae Zelandiae	Category:ニュージーランドの著作家
