אפריקע	アフリカ
קאַטעגאָריע:רומעניע	Category:ルーマニア
כעמישער עלעמענט	元素
גלייכונג	方程式
פונקציע	関数 (数学)
ארגאנישע כעמיע	有機化学
ווינקל	角度
קארבאהידראט	炭水化物
הארמאן	ホルモン
ליפיד	脂質
יוניקס	UNIX
מאלעקול	分子
פיזיקאלישע כעמיע	物理化学
פארגיכערונג	加速度
ענערגיע	エネルギー
לאקאל נעצווערק	Local Area Network
קאנסערווירונג פון ענערגיע	エネルギー保存の法則
עלעקטראמאגנעטישע שטראלונג	電磁波
אינפרארויט	赤外線
אולטראוויאלעט	紫外線
זגאלן אין סכנה	絶滅危惧種
שטוביקונג	家畜化
קלאסישע מעכאניק	古典力学
ביאלאגישע קלאסיפיקאציע	生物の分類
ראק מוזיק	ロック (音楽)
היפ האפ	ヒップホップ・ミュージック
קראפט	力
סאמבע	サンバ (ブラジル)
פויק	太鼓
פלייט	笛
מאגנעטיש פעלד	磁場
אפארטהייד	アパルトヘイト
שפיל	ゲーム
טריק-טראק	バックギャモン
גראוויטאציע	重力
גא	囲碁
שטארקע קראפט	強い相互作用
אזארטשפיל	賭博
קאמפקונסט	格闘技
שוואכע קראפט	弱い相互作用
קאראטע	空手道
דזשודא	柔道
מאגנעט	磁石
שפילכל	玩具
מאסע	質量
פילם	映画
אנימאציע	アニメーション
מעטאל	金属
שטאל (מעטאל)	鋼
יאדער-שפאלטונג	核分裂反応
צושטאנד פון מאטעריע	物質の状態
גאז	気体
פליסיקייט	液体
לופטמאשין	航空機
סאלידער קערפער	固体
ביציקל	自転車
שיף	船
ראדיאאקטיוויטעט	放射性崩壊
לאנדווירטשאפט	農業
אלגעמיינע טעאריע פון רעלאטיוויטעט	一般相対性理論
באוואסערונג	灌漑
ספעציעלע טעאריע פון רעלאטיוויטעט	特殊相対性理論
האלב-דורכפירער	半導体
באוול	木綿
קליידונג	被服
קלאנג	音
אדאבי	アドビシステムズ
אקער	プラウ
גיכקייט	速度
טעמפעראטור	温度
מעטאלורגיע	金属工学
נאנאטעכנאלאגיע	ナノテクノロジー
גלאז	ガラス
צייט	時間
פאפיר	紙
טערמאדינאמיק	熱力学
פלאסטיק	合成樹脂
וואקיום	真空
קינעמאטיק	運動学
שטח	面積
פיטאגאראס פרינציפ	ピタゴラスの定理
מאטעמאטישער דערווייז	証明
צאל	数
קאמפלעקסע צאל	複素数
דארווין, אויסטראליע	ダーウィン (ノーザンテリトリー)
קילאגראם	キログラム
מעטער	メートル
סעקונדע	秒
קוקורוזע	トウモロコシ
גערשט	オオムギ
ליטער	リットル
בליטש	漂白剤
הערי עס טרומאן	ハリー・S・トルーマン
מאלעריי	絵画
פאטאגראפיע	写真
סקולפטור	彫刻
טעאטער	演劇
דזשודי גארלאנד	ジュディ・ガーランド
טאנץ	ダンス
טעפעריי	陶芸
עלעקטראניק	電子機器
עלעקטרישער שטראם	電流
פרעקווענץ	周波数
דיאדע	ダイオード
טראנספארמאטאר	変圧器
קינסטלעכע אינטעליגענץ	人工知能
אינפארמאציע טעכנאלאגיע	情報技術
וועטער	気象
ענדרו קוואמא	アンドリュー・クオモ
דעיוויד פעטערסאן	デビッド・パターソン (政治家)
עליאט שפיצער	エリオット・スピッツァー
דזשארזש פאטאקי	ジョージ・パタキ
אקציע (פינאנץ)	株式
פרעזידענט פון די פאראייניגטע שטאטן	アメリカ合衆国大統領
רעסטאראן	レストラン
דרום-מזרח אזיע	東南アジア
רשימה:לענדער פון דער וועלט	国の一覧
פרעהיסטאריע	先史時代
לייזער זאמענהאף	ルドヴィコ・ザメンホフ
שטיין עפאכע	石器時代
בראנדז עפאכע	青銅器時代
אייזן עפאכע	鉄器時代
מעסאפאטאמיע	メソポタミア
אוראלט עגיפטן	古代エジプト
אוראלט גריכנלאנד	古代ギリシア
גופטא אימפעריע	グプタ朝
בער	クマ
זשאן עדעמס	ジョン・アダムズ
טאמעס זשעפערסאן	トーマス・ジェファーソン
זשיימס מעדיסאן	ジェームズ・マディスン
זשיימס מאנרא	ジェームズ・モンロー
זשאן קווינסי עדעמס	ジョン・クィンシー・アダムズ
ענדרו זשעקסאן	アンドリュー・ジャクソン
מארטין וואן ביורען	マーティン・ヴァン・ビューレン
וויליאם הענרי העריסאן	ウィリアム・ハリソン
זשאן טיילער	ジョン・タイラー
וויליאם ראאן האמילטאן	ウィリアム・ローワン・ハミルトン
זשיימס נאקס פאלק	ジェームズ・ポーク
זאקארי טיילאר	ザカリー・テイラー
בריטני ספירס	ブリトニー・スピアーズ
פארדייאונג	消化
פאטאסינטעז	光合成
רעפראדוקציע	生殖
שוואנגערן	妊娠
קיילי מינא	カイリー・ミノーグ
דעמב	オーク
גוגל מאפע	Google マップ
גוגל נייעס	Googleニュース
סאסנע	マツ
אדיקציע	依存症
קענסער	悪性腫瘍
כאלערע	コレラ
קארן	ライムギ
האבער	エンバク
ווייץ	コムギ
סארגע	モロコシ属
תבואה	穀物
פארקילונג	風邪
ציינדאקטעריי	歯学
דעפעקטיווקייט	障害者
קאלענדאר	暦
טויב	ろう者
מח-קרענק	精神障害
קראנקייט	病気
גרעגאריאנישער קאלענדאר	グレゴリオ暦
מעדיקאמענט	医薬品
צייט זאנע	時間帯 (標準時)
ניקאטין	ニコチン
געזונט	健康
הארץ אטאקע	心筋梗塞
טוטאַנכאַמון	ツタンカーメン
מאלאריע	マラリア
אנטארעס	アンタレス
נישט-דערנערונג	栄養失調
מענסטרואציע	月経
גראב	肥満
פאנדעמיע	パンデミック
אנטיביאטיק	抗生物質
פעניצילין	ペニシリン
נאנט	ナント
לונגען אנטצינדונג	肺炎
קינדער-פאראליז	急性灰白髄炎
געשלעכט-קראנקייט	性行為感染症
עידס	後天性免疫不全症候群
וואטע שפיץ	綿棒
אנפאל	脳梗塞
טובערקולאז	結核
צוקערקרענק	糖尿病
פאקן	天然痘
קורדן	クルド人
ארכיטעקטור	建築
בויגן (ארכיטעקטור)	アーチ
בריק	橋
קאנאל	運河
מילארד פילמאר	ミラード・フィルモア
פרענקלין פירס	フランクリン・ピアース
דאם	ダム
זשיימס ביוקענען	ジェームズ・ブキャナン
זאלץ (כעמיע)	塩 (化学)
פירענעען	ピレネー山脈
שוויץ (קאנטאן)	シュヴィーツ州
דעטרויט	デトロイト
מאס	測定
אינטערנאציאנאלע סיסטעם פון איינסן	国際単位系
נומערן טעאריע	数論
סכומען טעאריע	集合論
סטאטיסטיק	統計学
סימעטריע	対称性
קופאל	ドーム
בורדזש כאליפא	ブルジュ・ハリファ
כינעזער וואנט	万里の長城
גאנצע צאל	整数
האגיא סאפיא	アヤソフィア
טרעפּ	階段
פעטראס באסיליקע	サン・ピエトロ大聖堂
דריי-שלוכטן-דאמבע	三峡ダム
פיראמיד	ピラミッド
טורעם	塔
אבאסישער כאליפאט	アッバース朝
אויפקלערונג	啓蒙時代
אזטעק	アステカ
ביזאנטישע אימפעריע	東ローマ帝国
קרייצצוג	十字軍
הייליגע רוימישע אימפעריע	神聖ローマ帝国
הונדערט-יעריגע מלחמה	百年戦争
מיטל אלטער	中世
מאנגאלישע אימפעריע	モンゴル帝国
אטאמאנישע אימפעריע	オスマン帝国
עספעראנטא וועלט קאנגערס	世界エスペラント大会
פראטעסטאנטישע רעפארמאציע	宗教改革
וויקינג	ヴァイキング
נבוכדנאצר דער צווייטער	ネブカドネザル2世
ברוטא אינלענדישער פראדוקט	国内総生産
קאליגראפיע	カリグラフィー
מאדע	ファッション
דערנייבארע ענערגיע	再生可能エネルギー
עלעקטריע	電気
קערנדיקע קראפט	原子力
פאסיל-ברענשטאף	化石燃料
אינטערנל קאמבאסטשען ענזשין	内燃機関
דאמפמאטאר	蒸気機関
שווערד	剣
פייער-געווער	銃
מאשינביקס	機関銃
נוקלעארער וואפן	核兵器
2029	2029年
איבערישער האלבאינזל	イベリア半島
שיספולווער	火薬
פליסיגע אויפרייס	爆発物
טאנק	戦車
אנטווערפן	アントウェルペン
דזשארדזש סאראס	ジョージ・ソロス
רעאלע צאל	実数
לעאפאלד דער צווייטער פון בעלגיע	レオポルド2世 (ベルギー王)
לעאפאלד דער ערשטער פון בעלגיע	レオポルド1世 (ベルギー王)
לעאפאלד דער דריטער פון בעלגיע	レオポルド3世 (ベルギー王)
אלבערט דער ערשטער פון בעלגיע	アルベール1世 (ベルギー王)
באדעוויין פון בעלגיע	ボードゥアン1世 (ベルギー王)
מישעל אבאמא	ミシェル・オバマ
יאגדע	ブルーベリー
ראזשינקע	レーズン
קאקאס	ココナッツ
מילגרוים	ザクロ
מאראנץ	オレンジ
רומאנטש	ロマンシュ語
אייזקרעם	アイスクリーム
קוכן	ケーキ
יאגארט	ヨーグルト
הארווארד אוניווערסיטעט	ハーバード大学
על זשאזירא	アルジャジーラ
רעטעניש	パズル
סעבו (גובערניע)	セブ州
אנזשאלינא זשאולי	アンジェリーナ・ジョリー
אדריאטישער ים	アドリア海
אראביש	アラビア語
דאנק טאג	感謝祭
Msnbc	MSNBC
האנשו	本州
בערנארד מעדאף	バーナード・L・マドフ
ערווין ראמעל	エルヴィン・ロンメル
קאנדאם	コンドーム
פאלמע	ヤシ
טשימבאראזא	チンボラソ
דאלאר	ドル
ביקיני	ビキニ (水着)
ספארטזאל	体育館
קארסיקע	コルシカ島
פרעמיער מיניסטער	首相
דזשוסעפע פיאצי	ジュゼッペ・ピアッツィ
ערשטער ניווא דאמען	トップレベルドメイン
סאנטיאגא דע קאמפאסטעלא	サンティアゴ・デ・コンポステーラ
וויטאריע	ビトリア＝ガステイス
סאנטא קרוז דע טענעריפע	サンタ・クルス・デ・テネリフェ
בעטא	Β
גאמא	Γ
קאקטוס	サボテン
אפטיק	光学
הערב	紋章
פאן	旗
טיש	テーブル (家具)
לענאווא	レノボ
ברין	ブルノ
עסקאלאטאר	エスカレーター
שטול	椅子
אינטערנאציאנאלע ארגאניזאציע פאר סטאנדארטיזאציע	国際標準化機構
ב	ב
ג	ג
זשיראף	キリン
דרום טיראל	ボルツァーノ自治県
ז	ザイン
וואנצעס	口髭
סאוועטן פארבאנד	ソビエト連邦
ראן פאול	ロン・ポール
מוניציפאליטעט	基礎自治体
גוט	善
שלעכטס	悪
אלקאהאליזם	アルコール依存症
קאמערע	カメラ
טעלעוויזיע פראגראם	テレビ番組
פאראנא	パラナ州
C (פראגראם שפראך)	C言語
פוס	足
האנטקייטן	手錠
קווין	クイーン (バンド)
פרעדי מערקורי	フレディ・マーキュリー
ברייען מעי	ブライアン・メイ
ראדזשער טעילער	ロジャー・テイラー
עמי וויינהאוס	エイミー・ワインハウス
מאנטעסקיע	シャルル・ド・モンテスキュー
פעניאראל	CAペニャロール
פערזענלעכער קאמפיוטער	パーソナルコンピュータ
אקסל	肩
האלדז	咽喉
שילדדריז	甲状腺
פארטאל:רעקאמענדירטע ארטיקלען	Wikipedia:秀逸な記事
מוסטער:רא	Template:Link FA
וועלט	世界
װיקיפּעדיע:קאווע שטיבל	Wikipedia:井戸端
ריכטער	裁判官
ווערמאנט	バーモント州
סאן דיעגא	サンディエゴ
דענווער	デンバー
היוסטן	ヒューストン
פיניקס	フェニックス (アリゾナ州)
אסטין	オースティン
מעמפיס	メンフィス (テネシー州)
קאלומבוס, אהייא	コロンバス (オハイオ州)
אמעריקאנישער סאמאא	アメリカ領サモア
עדגאר אלאן פא	エドガー・アラン・ポー
לאס אנדזשעלעס, טשילע	ロス・アンヘレス
שפיטאל	病院
מזרח דייטשלאנד	ドイツ民主共和国
קלויסטער	教会堂
נארד-פא-דע-קאלע	ノール＝パ・ド・カレー地域圏
אקלאנד, קאליפארניע	オークランド (カリフォルニア州)
גאוויאל	インドガビアル
איי	卵
מונטינלופא	モンテンルパ
אעראפלאנען שיף	航空母艦
שניי-מאביל	スノーモービル
מאנאפאלי (שפיל)	モノポリー
קרייז	円 (数学)
פלאך	平面
זעלביקער-געשלעכט חתונה	同性結婚
וויקיע	ウィキア
קיינציקלאפעדיע	アンサイクロペディア
פלאמענגא	CRフラメンゴ
צעלפאן	携帯電話
שטרויס	ダチョウ
סטיווען האקינג	スティーヴン・ホーキング
קלאסישע פעריאדע (מוזיק)	古典派音楽
אקסיאם	公理
טעאריע	理論
