Afraga	アフリカ
Johnson County, Arkansas	ジョンソン郡 (アーカンソー州)
Garland County, Arkansas	ガーランド郡 (アーカンソー州)
Franklin County, Arkansas	フランクリン郡 (アーカンソー州)
Baxter County, Arkansas	バクスター郡 (アーカンソー州)
Union County, Arkansas	ユニオン郡 (アーカンソー州)
Perry County, Arkansas	ペリー郡 (アーカンソー州)
Scott County, Arkansas	スコット郡 (アーカンソー州)
Ouachita County, Arkansas	ワシタ郡 (アーカンソー州)
Lonoke County, Arkansas	ロノーク郡 (アーカンソー州)
St. Francis County, Arkansas	セントフランシス郡 (アーカンソー州)
Washington County, Arkansas	ワシントン郡 (アーカンソー州)
Lee County, Arkansas	リー郡 (アーカンソー州)
Poinsett County, Arkansas	ポインセット郡 (アーカンソー州)
Mississippi County, Arkansas	ミシシッピ郡 (アーカンソー州)
Pulaski County, Arkansas	プラスキ郡 (アーカンソー州)
Stone County, Arkansas	ストーン郡 (アーカンソー州)
Lafayette County, Arkansas	ラファイエット郡 (アーカンソー州)
White County, Arkansas	ホワイト郡 (アーカンソー州)
Marion County, Arkansas	マリオン郡 (アーカンソー州)
Sebastian County, Arkansas	セバスチャン郡 (アーカンソー州)
Monroe County, Arkansas	モンロー郡 (アーカンソー州)
Clark County, Arkansas	クラーク郡 (アーカンソー州)
Pike County, Arkansas	パイク郡 (アーカンソー州)
Woodruff County, Arkansas	ウッドラフ郡 (アーカンソー州)
Carroll County, Arkansas	キャロル郡 (アーカンソー州)
Jefferson County, Arkansas	ジェファーソン郡 (アーカンソー州)
Grant County, Arkansas	グラント郡 (アーカンソー州)
Pope County, Arkansas	ポープ郡 (アーカンソー州)
Yell County, Arkansas	イェール郡 (アーカンソー州)
Saline County, Arkansas	セイリーン郡 (アーカンソー州)
Clay County, Arkansas	クレイ郡 (アーカンソー州)
Lawrence County, Arkansas	ローレンス郡 (アーカンソー州)
Crittenden County, Arkansas	クリッテンデン郡 (アーカンソー州)
Hot Spring County, Arkansas	ホットスプリング郡 (アーカンソー州)
Independence County, Arkansas	インディペンデンス郡 (アーカンソー州)
Conway County, Arkansas	コンウェイ郡 (アーカンソー州)
Craighead County, Arkansas	クレイグヘッド郡 (アーカンソー州)
Hempstead County, Arkansas	ヘンプステッド郡 (アーカンソー州)
Columbia County, Arkansas	コロンビア郡 (アーカンソー州)
Logan County, Arkansas	ローガン郡 (アーカンソー州)
Randolph County, Arkansas	ランドルフ郡 (アーカンソー州)
Polk County, Arkansas	ポーク郡 (アーカンソー州)
Newton County, Arkansas	ニュートン郡 (アーカンソー州)
Searcy County, Arkansas	サーシー郡 (アーカンソー州)
Miller County, Arkansas	ミラー郡 (アーカンソー州)
Sevier County, Arkansas	セビア郡 (アーカンソー州)
Arkansas County, Arkansas	アーカンソー郡 (アーカンソー州)
Jonesboro, Arkansas	ジョーンズボロ (アーカンソー州)
Chicot County, Arkansas	チコット郡 (アーカンソー州)
Calhoun County, Arkansas	カルフーン郡 (アーカンソー州)
Faulkner County, Arkansas	フォークナー郡 (アーカンソー州)
Phillips County, Arkansas	フィリップス郡 (アーカンソー州)
Prairie County, Arkansas	プレーリー郡 (アーカンソー州)
Sharp County, Arkansas	シャープ郡 (アーカンソー州)
Madison County, Arkansas	マディソン郡 (アーカンソー州)
Nevada County, Arkansas	ネバダ郡 (アーカンソー州)
Van Buren County, Arkansas	ヴァンビューレン郡 (アーカンソー州)
Montgomery County, Arkansas	モンゴメリー郡 (アーカンソー州)
Little River County, Arkansas	リトルリバー郡 (アーカンソー州)
Mion-chànanan	少数言語
Spàirneag	巻貝
Barranquilla	バランキージャ
Jeroen Krabbé	ジェローン・クラッベ
Mason County, Michigan	メイソン郡 (ミシガン州)
Muskegon County, Michigan	マスキーゴン郡 (ミシガン州)
Delémont	ドレモン
Glarus	グラールス
Vernier	ヴェルニエ (スイス)
Stans	シュタンス
Oceana County, Michigan	オセアナ郡 (ミシガン州)
Osceola County, Michigan	オセオラ郡 (ミシガン州)
Sarnen	ザルネン
Herisau	ヘリザウ
Uster	ウスター (スイス)
Bellinzona	ベッリンツォーナ
Köniz	ケーニッツ
Teòirim	定理
Bloigh (matamataig)	分数
Niccolò Paganini	ニコロ・パガニーニ
Abhlan coisrigte	聖餐
Grove Hill, Alabama	グローヴヒル
Tavau	ダボス
Frauenfeld	フラウエンフェルト
La Chaux-de-Fonds	ラ・ショー＝ド＝フォン
Sion	シオン (スイス)
Zug	ツーク
Altdorf	アルトドルフ
Schwyz	シュヴィーツ
Vevey	ヴヴェイ
Otto Sander	オットー・ザンダー
Hawaii (eilean)	ハワイ島
Solothurn	ゾロトゥルン
Liestal	リースタル
Thun	トゥーン
Ciura	クール (スイス)
Neuchâtel	ヌーシャテル
Gnìomhair neo-riaghailteach	不規則動詞
Hermann Emil Fischer	エミール・フィッシャー
Robert Bunsen	ローベルト・ブンゼン
Salamanca (provincia)	サラマンカ県
Valladolid (provincia)	バリャドリッド県
Clark Gable	クラーク・ゲーブル
Dromadair	ヒトコブラクダ
Hollywood Walk of Fame	ハリウッド・ウォーク・オブ・フェーム
An Oriant	ロリアン
1370an	1370年代
Toni Morrison	トニ・モリスン
Blonag	ラード
Iarnród Éireann	イルンロード・エールン
Paul Karrer	パウル・カラー
Cingoli	チンゴリ
The Hobbit	ホビットの冒険
Newaygo County, Michigan	ニウェーゴ郡 (ミシガン州)
Hobbit	ホビット
Midland County, Michigan	ミッドランド郡 (ミシガン州)
Mecosta County, Michigan	メコスタ郡 (ミシガン州)
Àrd-thìr	台地
Miguel Ángel Asturias	ミゲル・アンヘル・アストゥリアス
Isaac Bashevis Singer	アイザック・バシェヴィス・シンガー
Clas Buirdeasach Beag	小ブルジョア
Dietrich Bonhoeffer	ディートリッヒ・ボンヘッファー
Rainer Maria Rilke	ライナー・マリア・リルケ
Paul Johann Ludwig von Heyse	パウル・フォン・ハイゼ
Kurt Alder	クルト・アルダー
Richard August Carl Emil Erlenmeyer	エミール・エルレンマイヤー
Manfred Eigen	マンフレート・アイゲン
Gerhard Herzberg	ゲルハルト・ヘルツベルク
Hans Fischer	ハンス・フィッシャー
Carl Bosch	カール・ボッシュ
Heinrich Otto Wieland	ハインリッヒ・ヴィーラント
Johann Deisenhofer	ヨハン・ダイゼンホーファー
Hans von Euler-Chelpin	ハンス・フォン・オイラー＝ケルピン
Friedrich Bergius	フリードリッヒ・ベルギウス
Otto Paul Hermann Diels	オットー・ディールス
Adolph Wilhelm Hermann Kolbe	ヘルマン・コルベ
Viktor Meyer	ヴィクトル・マイヤー
Robert Huber	ロベルト・フーバー
Karl Ziegler	カール・ツィーグラー
Theodor Fontane	テオドール・フォンターネ
Lèine	シャツ
Richard Abegg	リヒャルト・アベッグ
Friedrich August Kekulé von Stradonitz	アウグスト・ケクレ
Lee Marvin	リー・マーヴィン
George de Hevesy	ゲオルク・ド・ヘヴェシー
Richard Martin Willstatter	リヒャルト・ヴィルシュテッター
Lothar Meyer	ロータル・マイヤー
Hartmut Michel	ハルトムート・ミヒェル
Adolf Otto Reinhold Windaus	アドルフ・ヴィンダウス
Georg Wittig	ゲオルク・ウィッティヒ
Max Ferdinand Perutz	マックス・ペルーツ
Richard Adolf Zsigmondy	リヒャルト・ジグモンディ
Fritz Pregl	フリッツ・プレーグル
Richard Kuhn	リヒャルト・クーン
Arthur Koestler	アーサー・ケストラー
Walter Kohn	ウォルター・コーン
Walter Scott	ウォルター・スコット
Gadsden, Alabama	ガズデン (アラバマ州)
Kenai, Alasca	キナイ (アラスカ州)
Lake Havasu City, Arizona	レイクハバスシティ (アリゾナ州)
Texarkana, Arkansas	テクサーカナ (アーカンソー州)
Homer, Alasca	ホーマー (アラスカ州)
Cullman, Alabama	カルマン (アラバマ州)
Dothan, Alabama	ドーサン (アラバマ州)
Fort Smith, Arkansas	フォートスミス (アーカンソー州)
Fairbanks, Alasca	フェアバンクス
Helena-West Helena, Arkansas	ヘレナ＝ウェストへレナ (アーカンソー州)
Van Buren, Arkansas	ヴァンビューレン (アーカンソー州)
Springdale, Arkansas	スプリングデール (アーカンソー州)
Kingman, Arizona	キングマン (アリゾナ州)
Florence, Alabama	フローレンス (アラバマ州)
1230an	1230年代
Decatur, Alabama	ディケーター (アラバマ州)
Safford, Arizona	サフォード (アリゾナ州)
930an	930年代
Gearra-mhuc	モルモット
Sitka, Alasca	シトカ
Barrow, Alasca	バロー (アラスカ州)
Mulhouse	ミュルーズ
Canaib	アサ
Yuma, Arizona	ユマ (アリゾナ州)
1390an	1390年代
Eureka Springs, Arkansas	ユーレカスプリングス (アーカンソー州)
Bogsa-ciùil	アコーディオン
Palmer, Alasca	パーマー (アラスカ州)
Huntsville, Alabama	ハンツビル
Birmingham, Alabama	バーミングハム (アラバマ州)
Braille	点字
Seward, Alasca	スワード (アラスカ州)
1130an	1130年代
Hot Springs, Arkansas	ホットスプリングス (アーカンソー州)
Prescott, Arizona	プレスコット (アリゾナ州)
Poilean	花粉
Selma, Alabama	セルマ (アラバマ州)
Wasilla, Alasca	ワシラ (アラスカ州)
Seumas VI na h-Alba is Seumas I Shasainn	ジェームズ1世 (イングランド王)
1360an	1360年代
1270an	1270年代
Kodiak, Alasca	コディアック
Christchurch, Sealainn Nuadh	クライストチャーチ
Nome, Alasca	ノーム (アラスカ州)
Bethel, Alasca	ベセル (アラスカ州)
Rut	ルツ記
Seic	小切手
Duais Nobel ann an Leigheas	ノーベル生理学・医学賞
Elias Canetti	エリアス・カネッティ
Babsk	バプスク (ウッチ県)
Kenzaburo Oe	大江健三郎
Daniel	ダニエル書
Emily Brontë	エミリー・ブロンテ
Ad	帽子
Siompansaidhe	チンパンジー属
Botal	瓶
Ailt	ヴィオラ
Halldór Laxness	ハルドル・ラクスネス
Mongùs	マングース科
Gavrilo Princip	ガヴリロ・プリンツィプ
Gondwana	ゴンドワナ大陸
Dealan-uisge	水力発電
Charlton Heston	チャールトン・ヘストン
960an	960年代
990an	990年代
890an	890年代
1190an	1190年代
1180an	1180年代
Uaireadair-grèine	日時計
Gabriela Mistral	ガブリエラ・ミストラル
Sigrid Undset	シグリ・ウンセット
Pearl S. Buck	パール・S・バック
Brian Kobilka	ブライアン・コビルカ
Robert Lefkowitz	ロバート・レフコウィッツ
John Travolta	ジョン・トラボルタ
Svante Arrhenius	スヴァンテ・アレニウス
Na h-Eileanan Siar	アウター・ヘブリディーズ
Biadh-maidne	朝食
Prionnsa Philip, Diùc Dhùn Èideann	フィリップ (エディンバラ公)
Brìghde Chill Dara	キルデアのブリギッド
Inbheach	大人
Ite	羽毛
Na h-Eileanan a-staigh	インナー・ヘブリディーズ
Innleadair	技術者
950an	950年代
Seòlaid an Iar-thuath	北西航路
Eilean Bhaffin	バフィン島
1020an	1020年代
1060an	1060年代
Moirfin	モルヒネ
Britheamhan	士師記
1210an	1210年代
1350an	1350年代
Acair (talamh)	エーカー
Harrison Ford	ハリソン・フォード
1310an	1310年代
1260an	1260年代
1220an	1220年代
1010an	1010年代
Bloinigean-gàrraidh	ホウレンソウ
Teàrlach I	チャールズ1世 (イングランド王)
Alpaca	アルパカ
970an	970年代
François Mauriac	フランソワ・モーリアック
1420an	1420年代
Almería (provincia)	アルメリア県
Badajoz (provincia)	バダホス県
Burras	ケムシ
Barcelona (provincia)	バルセロナ県
Raibeart Burns	ロバート・バーンズ
Córdoba (provincia)	コルドバ県
Cáceres (provincia)	カセレス県
Cádiz (provincia)	カディス県
Cruit-chòrda	チェンバロ
Benjamin Disraeli	ベンジャミン・ディズレーリ
Adharc	角
Steven Seagal	スティーヴン・セガール
A Coruña (provincia)	ア・コルーニャ県
Co-ionnannachd comais-cheannachd	購買力平価説
Granada (provincia)	グラナダ県 (スペイン)
Mata Hari	マタ・ハリ
John Galsworthy	ジョン・ゴールズワージー
920an	920年代
1170an	1170年代
980an	980年代
1080an	1080年代
1000an	1000年代
1300an	1300年代
1330an	1330年代
Tuscola County, Michigan	タスコラ郡 (ミシガン州)
Uilleam Uallas	ウィリアム・ウォレス
Clach ghrùideach	堆積岩
Saginaw County, Michigan	サギノー郡 (ミシガン州)
Sanilac County, Michigan	サニラック郡 (ミシガン州)
The Sex Pistols	セックス・ピストルズ
First ScotRail	ファースト・スコットレール
Montcalm County, Michigan	モンカルム郡 (ミシガン州)
1090an	1090年代
Leslie Nielsen	レスリー・ニールセン
Ainm	名前
Druim an t-saoghail	天頂
1380an	1380年代
An Carghas	四旬節
1240an	1240年代
1290an	1290年代
Aidmheint	アドベント
1450an	1450年代
Pàpa Griogair XIII	グレゴリウス13世 (ローマ教皇)
Clisgear	感動詞
Salvatore Quasimodo	サルヴァトーレ・クァジモド
1110an	1110年代
1160an	1160年代
940an	940年代
1250an	1250年代
Saul Bellow	ソール・ベロー
Ailbhinn	燧石
Balgan-buachair	キノコ
Jacques-Louis David	ジャック＝ルイ・ダヴィッド
Charlotte's Web 2: Wilbur's Great Adventure	シャーロットのおくりもの ウィルバーの大ぼうけん
Eugenio Montale	エウジェーニオ・モンターレ
Almere	アルメレ
Jacinto Benavente	ハシント・ベナベンテ
Eideard VI	エドワード6世 (イングランド王)
Selena Gomez	セレーナ・ゴメス
870an	870年代
160an	160年代
1340an	1340年代
880an	880年代
860an	860年代
1320an	1320年代
1070an	1070年代
1200an	1200年代
1280an	1280年代
Òrdag	親指
1140an	1140年代
Factoraidh	工場
Cary Grant	ケーリー・グラント
Paracelsus	パラケルスス
Tuath-Cheòl	カントリー・ミュージック
1440an	1440年代
Vladimir Prelog	ウラジミール・プレローグ
Fliùiteag	ピッコロ
Biorach (iasg)	ハナカケトラザメ
Gearastan	駐屯地
Grimstad	グリムスタ
Teamplaid:Cite book	Template:Cite book
Pär Fabian Lagerkvist	ペール・ラーゲルクヴィスト
Eugene O'Neill	ユージン・オニール
Baisteach	バプテスト教会
Còigeamh Uladh	アルスター
Lesser Antilles	小アンティル諸島
Tairbeart (feart tìre)	地峡
Inneal-siubhail	機関車
Chrzanów	フシャヌフ
Còrsa	海岸
Seamus Heaney	シェイマス・ヒーニー
Ò Canada	オー・カナダ
James Cagney	ジェームズ・キャグニー
Jack Lemmon	ジャック・レモン
Ottawa County, Michigan	オタワ郡 (ミシガン州)
Weld County, Colorado	ウェルド郡 (コロラド州)
Appleton, Wisconsin	アップルトン (ウィスコンシン州)
Gipuzkoa	ギプスコア県
Lugo (provincia)	ルーゴ県
Málaga (provincia)	マラガ県
Ourense (provincia)	オウレンセ県
Pontevedra (provincia)	ポンテベドラ県
Sevilla (provincia)	セビリア県
Dùthaich nam Basgach a Tuath	フランス領バスク
Ourense	オウレンセ
Santa Cruz de Tenerife (provincia)	サンタ・クルス・デ・テネリフェ県
Arcaibh	オークニー諸島
Casnewydd	ニューポート
Pàpa Innocentius X	インノケンティウス10世 (ローマ教皇)
Pàpa Innocentius XI	インノケンティウス11世 (ローマ教皇)
Pàpa Alasdair VIII	アレクサンデル8世 (ローマ教皇)
Lillehammer	リレハンメル
Lobamba	ロバンバ
Rastafarachd	ラスタファリ運動
Thabo Mbeki	タボ・ムベキ
Sotto il Monte Giovanni XXIII	ソット・イル・モンテ・ジョヴァンニ・ヴェンティトレージモ
Cromleac	支石墓
Altair	祭壇
Ainu	アイヌ
Iar-leasachan	接尾辞
Narva	ナルヴァ
